Dates,0,1,2,3,4
2018-01-14,0.016819225123681524,0.01788065382400949,0.012679883127483471,0.014429369034863259,0.01728883444489866
2018-01-21,0.017027614029061874,0.018032354603936387,0.011940056260156894,0.013932115756620934,0.01675715048568967
2018-01-28,0.017220408092944853,0.01772606601715628,0.010455849259753076,0.013317109540501491,0.015856951366596303
2018-02-04,0.017753844745126795,0.01848086035334341,0.01325823987077578,0.014784280968623992,0.017663317926226357
2018-02-11,0.3561987462232976,-0.11188122792307097,0.01899174957598471,0.022261548543820946,0.01788360153919409
2018-02-18,0.018189392800702135,0.019336752163069224,0.014248521712039757,0.016347097557197446,0.019185825105106746
2018-02-25,0.018591274288944887,0.019187386818088174,0.0139288748439062,0.01624176756495606,0.019035113457378308
2018-03-04,0.01913585961577248,0.019544752014032676,0.01486085273631308,0.017195122201019833,0.019951947112970905
2018-03-11,-0.024386001130692222,0.10849489945286778,-0.013818894911794,0.02011043324950034,0.018267259312475963
2018-03-18,0.01915474079729869,0.019007239848682557,0.01439687536433851,0.016254932847057427,0.01890179429937739
2018-03-25,0.19333401244169332,-0.04615241103258594,0.01727166731729568,0.016168782635724355,0.019085472406647118
2018-04-01,0.018940104693289585,0.018991399217581115,0.013934579332753395,0.015692081696353756,0.018211530586500234
2018-04-08,0.019282593996543217,0.01851358470737227,0.013860795528849348,0.015067579199337138,0.01794335957385198
2018-04-15,0.09413559073931026,-0.02914816546981689,0.0305364242531498,0.0010539946475425005,0.02237188744501893
2018-04-22,0.018856032181581564,0.019609032346509896,0.015508148345423974,0.01722523506393534,0.019835307934907984
2018-04-29,0.3370652232957453,-0.10305651862394936,0.019719817184160028,0.014894026692908839,0.017114705834466133
2018-05-06,0.019333374452440898,0.01900437930257407,0.014309027178714764,0.015282751951097642,0.018406602405851957
2018-05-13,0.019568250067675957,0.019253888146660715,0.013597311121105382,0.015208580723846628,0.018236110715689487
2018-05-20,0.020094449438637654,0.018921911118330772,0.013863469754718104,0.014661467205280748,0.017632379506179012
2018-05-27,0.02072783574257657,0.017356942977060773,0.011316665146685254,0.012500669316357222,0.015611751059304176
2018-06-03,0.0959361949607723,-0.01016048544462442,0.015263296795649924,0.013870015559514929,0.01633360712723162
2018-06-10,0.021317632546626195,0.019913513750845525,0.013547486514076178,0.014312636628024886,0.01675248761871105
2018-06-17,0.0218325830216182,0.019587632233361074,0.015534881694589593,0.015884507320445898,0.01891297376087117
2018-06-24,0.021603707940683847,0.018384567938944604,0.011538733497474118,0.01241980905256804,0.01530185847594857
2018-07-01,0.021524446026896966,0.018730718718631793,0.011000383398970415,0.011662797977862068,0.01448832999294548
2018-07-08,0.02168408725763336,0.01923967875336853,0.011167212400584783,0.012482600999814051,0.015385077510121716
2018-07-15,0.021495178838982103,0.018179079968407546,0.011398323944543546,0.012733290992896723,0.015274530364029941
2018-07-22,0.021794711438351943,0.01883118719234083,0.013239007757596094,0.01404714105967808,0.017586135195564276
2018-07-29,0.022289065370054845,0.020198051075760972,0.014214557007586712,0.015359870522938988,0.019202154316010005
