Dates,0,1,2,3,4
2018-07-01,0.044200507092929595,-0.003069189238922857,0.01650401034544756,0.011969415473714004,0.014442076646139255
2018-07-08,0.020290341834727853,0.020012408852075433,0.01025801633212417,0.0279801446680837,0.009333039337777262
2018-07-15,0.029964103348816738,0.013540871261558084,0.012217344969424091,0.012915508047390771,0.016237990270144304
2018-07-22,0.021848775929467962,0.01896200349696428,0.013262921437747894,0.014443308073908725,0.017525838646103083
2018-07-29,0.019698868215631375,0.021348716671180348,0.014203491597894455,0.01575876258756958,0.0191364872168129
2018-08-05,0.024352261315042326,0.019608084622190776,0.01689139325003037,0.018052479502791017,0.021783301155143275
2018-08-12,0.0177112738747051,0.02256011943011282,0.0159663418133956,0.018108192309989356,0.021859342763248277
2018-08-19,0.02393361512060718,0.020393959788779097,0.016138619328285322,0.019598894793637293,0.02195400537460358
2018-08-26,0.015562234793742006,0.023714968426675295,0.016454042559587233,0.017826652827297847,0.02165019597055194
2018-09-02,0.025407212149976908,0.018360278884948227,0.015930221143574855,0.017913014579487806,0.021717967767132848
2018-09-09,0.0195212582682539,0.017344582916097848,0.016951634524274846,0.01813563102529383,0.02218598995016272
2018-09-16,0.023947017390080934,0.02134072824386932,0.015277458774631002,0.018777908555219228,0.02184307428070273
2018-09-23,0.02671179720133638,0.018918680552420408,0.017393870598486797,0.0191086665123563,0.02247390212002818
2018-09-30,0.026282352440060136,0.023804581911867576,0.01611558408235736,0.019269691584339426,0.02255574930483774
2018-10-07,0.01873555689482543,0.028003524642485247,0.018767475387974922,0.020970181021664487,0.024204756326909882
2018-10-14,0.01775602367786136,0.028764652135189805,0.019573362394402577,0.021722287703773588,0.025075074913421577
2018-10-21,0.02324478485210493,0.02768880565881571,0.02105217121362852,0.02286946055275796,0.0258370069778553
2018-10-28,0.015217205106330475,0.031041716752888613,0.021922852571363224,0.023437284825121862,0.026527880512911023
2018-11-04,0.021771991051984213,0.02849256863232163,0.021143216343511684,0.022351031085084537,0.026872729394926645
2018-11-11,0.023840247177075176,0.02817833814257875,0.022437885373572285,0.02377946463746935,0.026982758363916035
2018-11-18,0.01654420242379266,0.03055365933659664,0.022782742102854758,0.023540255859487443,0.026887321556654978
2018-11-25,0.02109293139254194,0.029149752818161973,0.021699191430108896,0.022976319450572227,0.026173974661199677
2018-12-02,-0.0011913842041281412,0.03507553635391309,0.021354844467153584,0.02218790597082747,0.025407465226357923
2018-12-09,0.02478087223909584,0.028388528473405485,0.020685933940022227,0.022348838073065105,0.025198244358416676
2018-12-16,0.02616798883946345,0.02810238300959646,0.02325285360445873,0.02410571388890244,0.027487765491961073
2018-12-23,0.029469037166734123,0.026727609603065236,0.023905857933466723,0.0245822082329663,0.027944708626546022
2018-12-30,0.019859375780820997,0.031225003536503336,0.02459158819889059,0.02585761287768222,0.029173309161396536
2019-01-06,0.013968011442021037,0.03335266721353905,0.023627040648608467,0.024971756062088967,0.027991720499970528
2019-01-13,0.030155965042881882,0.027049716032544864,0.02476829580999952,0.025293506961963336,0.028066512212737694
2019-01-20,0.016308567867390954,0.03322254381948982,0.023526701543273097,0.02489439504411282,0.02782356779066637
2019-01-27,0.012048550198944206,0.034898350672386565,0.02413447847003928,0.025569594117833425,0.02831624512007494
2019-02-03,0.0257013290945624,0.031252672998652385,0.02516215437012677,0.026392635927660217,0.028934221526974484
2019-02-10,0.0387289695173303,0.01790466983587545,0.02948666814632838,0.024729343014576168,0.02998904286429868
2019-02-17,0.029791052729681786,0.02948031611583312,0.023976401352823133,0.026124573368913398,0.028308932184799344
2019-02-24,0.03070601393093231,0.026006092627366396,0.0254794436319261,0.022775691522537944,0.02916632487201044
2019-03-03,0.027873458529221677,0.029616683734562756,0.024255206276275417,0.025186768857559636,0.029008218786517416
2019-03-10,0.03844668800579809,0.026027992447876853,0.026101800933337846,0.02704147253960726,0.029231506925103456
2019-03-17,0.022826274669143814,0.0330667106625285,0.027158139341883825,0.027885304413534703,0.030040684970452456
2019-03-24,0.029474372997202337,0.029452555865286143,0.027367105280260408,0.02756492662192036,0.029664109353737304
2019-03-31,0.025819075379697146,0.03200320495059614,0.028775854154517607,0.029212573671389963,0.0311025582621501
2019-04-07,0.01772444876611482,0.0350647918501658,0.029490918765979438,0.02998274142125735,0.031855576509079706
2019-04-14,0.03037005953592084,0.028705172076568575,0.030305907456563367,0.03017283496457354,0.03220277473683668
2019-04-21,0.007432378382114406,0.03879808235520258,0.03158853105184251,0.03158814447237583,0.03303998656739352
2019-04-28,0.027311756609892778,0.03014907607249703,0.032379616490627774,0.03182663131772454,0.0335862334398379
2019-05-05,0.023112897789626868,0.03244103136019032,0.030338668301037822,0.03048876273340976,0.03205060025519081
2019-05-12,0.01957893872207738,0.03314974398121237,0.03239699986238069,0.03197220840123155,0.03314245690789756
2019-05-19,0.013124884530553686,0.026833913541354282,0.037216486810692215,0.02806190125733816,0.03299570390695071
2019-05-26,0.019498851004414217,0.03237467921837848,0.03228447668206373,0.032260404092606415,0.03347988253450795
2019-06-02,0.021500768464987746,0.03024038736903394,0.0314293815688165,0.030223240582245778,0.031795578563398895
2019-06-09,0.035192641952175155,0.016312887621411774,0.03835551333527174,0.02705001554788751,0.03156574483327773
2019-06-16,0.026699533924384157,0.028350071939564674,0.030901824948474772,0.03033587765156,0.03082838633028541
2019-06-23,0.045138929349108375,0.00536956514112347,0.03661180803004624,0.028646686897116122,0.03068982937505347
2019-06-30,0.006803581862221434,0.035069736160044024,0.02882941355892247,0.028826825556360555,0.029612768620905554
2019-07-07,0.023188838864789684,0.028278295478309068,0.0288683372081997,0.028370563384330263,0.029144856875909307
2019-07-14,0.020525701824317143,0.03014764777986649,0.02592564317485984,0.03204151911129541,0.02969139374955127
2019-07-21,0.03482080107564507,0.02053209918007963,0.031506878570351386,0.02718194461641306,0.03009535995120209
2019-07-28,0.019189935673155252,0.03077698025419215,0.029665631985679154,0.029987037734454693,0.030710023964178455
2019-08-04,0.020670738055208214,0.03005089801690345,0.029900197809284726,0.029851195693917,0.030509981969107404
2019-08-11,0.028951288109333718,0.02561628476385404,0.029772021638784077,0.029354279650180795,0.02957344414667588
2019-08-18,0.04373971973779052,0.02056234696051165,0.029397078803254137,0.028597853796770496,0.029062261574427248
2019-08-25,0.032019492216768516,0.020801435143575946,0.031979650972523734,0.027083456249788626,0.029263401122734282
2019-09-01,0.022340467611724233,0.027982932195212435,0.02933905436084911,0.029213072276886708,0.029843376982196725
2019-09-08,0.039898297059704345,0.021130964811494755,0.03000528445207723,0.029507373207960617,0.02997592502929773
2019-09-15,0.011042133045202955,0.032730582814035965,0.029593631808044328,0.029810266266246853,0.030131463010116537
2019-09-22,0.040379708853404694,0.019880742628785964,0.030199865701813978,0.029782111234577573,0.0309139646516987
2019-09-29,0.01688002185000074,0.03020922081634419,0.028630910280299147,0.029541108287813013,0.030254064916347707
2019-10-06,0.01672791832846722,0.03035424564834477,0.02826548296668457,0.02962152894892847,0.03057753499831154
2019-10-13,0.028049938031267742,0.02467459280762621,0.030481716110535715,0.03105568991603625,0.031857164016226874
2019-10-20,0.031098530155826455,0.018454341923826344,0.03185608700100214,0.030495769173216294,0.029594138220526783
2019-10-27,0.012561070003282878,0.0323305921220802,0.028857425795429995,0.029278989297997354,0.030688730754076892
2019-11-03,0.02351335803688994,0.02861758421334936,0.02855326866868112,0.03012467395341457,0.030568640647398095
2019-11-10,0.030607932285969034,0.025650419140650076,0.027584429175275434,0.031581785327757114,0.030617414773107532
2019-11-17,0.023461881732706902,0.028029380771275193,0.027596590999894685,0.02865822488947998,0.029113997747548
2019-11-24,0.025152338650359044,0.023986688136036452,0.02746126641553119,0.028226424633373968,0.028742771053582014
2019-12-01,0.020701965384642924,0.028127063831287845,0.02649572003756772,0.027620171614552047,0.028374419559089224
2019-12-08,-0.003151153981229238,0.03613574962006873,0.02675430157598306,0.02851402337831275,0.028789431685764737
2019-12-15,0.02231633928001409,0.024700930690460803,0.02846753105152724,0.029061830877217663,0.029760394353817984
2019-12-22,0.020425307180676856,0.02668995048307008,0.027462884393511633,0.0293527769383779,0.03048288687731498
2019-12-29,0.021243919385015318,0.02307623542759863,0.0277204425855274,0.028932752329650882,0.03022935875970778
2020-01-05,0.021845010982485667,0.02156929399723437,0.02820171625228483,0.028873354134063056,0.030253831906544116
2020-01-12,0.01880602795591812,0.023220617821196058,0.027668950904844267,0.02925412895857122,0.030629574359187055
2020-01-19,0.019025483415351686,0.021535323341075087,0.026687884122154844,0.028662998800174297,0.030906412360374252
2020-01-26,0.018133593547956434,0.024027739019531487,0.026345305318927176,0.02932263957486658,0.03074206069446049
2020-02-02,0.01924324968260935,0.019768440098039748,0.02645770562500979,0.02709175565371037,0.02827276330683812
2020-02-09,0.017408857918468863,0.023543105900533157,0.02477290829590255,0.02643494836906545,0.029466583846952193
2020-02-16,0.01747519855242507,0.02010258398794858,0.024604191180570226,0.025300991190180474,0.026899969800199854
